Name,Reference,Description,Owner,Documents,Controls
AT-02.E02 Practical Exercises | Insider Threat,AT-02.E02_Insider_Threat_Awareness_Training,AT-02.E02_Insider_Threat_Awareness_Training,Badhan S. Mandal,AT-02.E02_Insider_Threat_Awareness_Training.docx,"Survey - 3-2 Awareness and Training, question - AT-02.E02 Practical Exercises | Insider Threat"
AT-03.1 Role-Based Security Training,AT-3_Role_Based_Training_,AT-3_Role_Based_Training_,Badhan S. Mandal,AT-2_Role_Based_Training_.pdf,"Survey - 3-2 Awareness and Training, question - AT-03.1 Role-Based Security Training"
AT-03.1 Role-Based Security Training,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Awareness and Training, question - AT-03.1 Role-Based Security Training"
AT-03.1 Role-Based Security Training,VA_Awareness and Training_SOP,VA_Awareness and Training_SOP,Badhan S. Mandal,VA_Awareness and Training_SOP.pdf,"Survey - 3-2 Awareness and Training, question - AT-03.1 Role-Based Security Training"
AT-04.1 Security Training Records,AT-4_TMS_Training Records,AT-4_TMS_Training Records,Badhan S. Mandal,AT-4_TMS_Training Records.docx,"Survey - 3-2 Awareness and Training, question - AT-04.1 Security Training Records"
AT-04.1 Security Training Records,VA_Awareness and Training_SOP,VA_Awareness and Training_SOP,Badhan S. Mandal,VA_Awareness and Training_SOP.pdf,"Survey - 3-2 Awareness and Training, question - AT-04.1 Security Training Records"
AT-04.1 Security Training Records,"VA Handbook 6500, Appendix F ,","VA Handbook 6500, Appendix F ,",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Awareness and Training, question - AT-04.1 Security Training Records"
AU-01.1 Audit And Accountability Policy And Procedures,VA Handbook 6330,VA Handbook 6330,Badhan S. Mandal,VA Handbook 6330.pdf,"Survey - 3-2 Audit and Accountability, question - AU-01.1 Audit And Accountability Policy And Procedures"
AU-01.1 Audit And Accountability Policy And Procedures,VA Directive 6330,VA Directive 6330,Badhan S. Mandal,VA Directive 6330.pdf,"Survey - 3-2 Audit and Accountability, question - AU-01.1 Audit And Accountability Policy And Procedures"
AU-01.1 Audit And Accountability Policy And Procedures,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Audit and Accountability, question - AU-01.1 Audit And Accountability Policy And Procedures"
AU-01.1 Audit And Accountability Policy And Procedures,VAM_AU_Policy_Procedures,VAM_AU_Policy_Procedures,Badhan S. Mandal,VAM_AU_Policy_Procedures.docx,"Survey - 3-2 Audit and Accountability, question - AU-01.1 Audit And Accountability Policy And Procedures"
AU-02.1 Audit Events,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Audit and Accountability, question - AU-02.1 Audit Events"
AU-02.1 Audit Events,AU-2_SPLUNK_Sample_data,AU-2_SPLUNK_Sample_data,Badhan S. Mandal,AU-2_SPLUNK_Sample_data.docx,"Survey - 3-2 Audit and Accountability, question - AU-02.1 Audit Events"
AU-02.1 Audit Events,AU-2_FY18_VistA_App_Events,AU-2_FY18_VistA_App_Events,Badhan S. Mandal,AU-2_FY18_VistA_App_Events.pdf,"Survey - 3-2 Audit and Accountability, question - AU-02.1 Audit Events"
AU-02.1 Audit Events,AU-2_AWS IAM Policy - Audit Logging Settings,AU-2_AWS IAM Policy - Audit Logging Settings,Badhan S. Mandal,AU-2_AWS IAM Policy - Audit Logging Settings.png,"Survey - 3-2 Audit and Accountability, question - AU-02.1 Audit Events"
AU-02.E03 Audit Events | Reviews And Updates,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Audit and Accountability, question - AU-02.E03 Audit Events | Reviews And Updates"
AU-02.E03 Audit Events | Reviews And Updates,VAEC_AWS_SSP_25Apr2018,VAEC_AWS_SSP_25Apr2018,Badhan S. Mandal,1_VAEC_AWS_SSP_25Apr2018.pdf,"Survey - 3-2 Audit and Accountability, question - AU-02.E03 Audit Events | Reviews And Updates"
AU-02.E03 Audit Events | Reviews And Updates,Inherited from VAEC AWS,Inherited from VAEC AWS,Badhan S. Mandal,Inherited from VAEC AWS.docx,"Survey - 3-2 Audit and Accountability, question - AU-02.E03 Audit Events | Reviews And Updates"
AU-03.1 Content Of Audit Records,1_VAEC_AWS_SSP_25Apr2018,1_VAEC_AWS_SSP_25Apr2018,Badhan S. Mandal,1_VAEC_AWS_SSP_25Apr2018.pdf,"Survey - 3-2 Audit and Accountability, question - AU-03.1 Content Of Audit Records"
AU-03.1 Content Of Audit Records,"VA Handbook 6500, Appendix F,","VA Handbook 6500, Appendix F,",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Audit and Accountability, question - AU-03.1 Content Of Audit Records"
AU-03.1 Content Of Audit Records,Inherited from VAEC AWS,Inherited from VAEC AWS,Badhan S. Mandal,Inherited from VAEC AWS.docx,"Survey - 3-2 Audit and Accountability, question - AU-03.1 Content Of Audit Records"
AU-03.E01 Content Of Audit Records | Additional Audit Information,"VA Handbook 6500, Appendix F,","VA Handbook 6500, Appendix F,",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Audit and Accountability, question - AU-03.E01 Content Of Audit Records | Additional Audit Information"
AU-03.E01 Content Of Audit Records | Additional Audit Information,VAEC_AWS_SSP_25Apr2018,VAEC_AWS_SSP_25Apr2018,Badhan S. Mandal,1_VAEC_AWS_SSP_25Apr2018.pdf,"Survey - 3-2 Audit and Accountability, question - AU-03.E01 Content Of Audit Records | Additional Audit Information"
AU-03.E01 Content Of Audit Records | Additional Audit Information,Inherited from VAEC AWS,Inherited from VAEC AWS,Badhan S. Mandal,Inherited from VAEC AWS.docx,"Survey - 3-2 Audit and Accountability, question - AU-03.E01 Content Of Audit Records | Additional Audit Information"
AU-03.E02 Content Of Audit Records | Centralized Management Of Planned Audit Record Content,VAEC_AWS_SSP_25Apr2018,VAEC_AWS_SSP_25Apr2018,Badhan S. Mandal,1_VAEC_AWS_SSP_25Apr2018.pdf,"Survey - 3-2 Audit and Accountability, question - AU-03.E02 Content Of Audit Records | Centralized Management Of Planned Audit Record Content"
AU-03.E02 Content Of Audit Records | Centralized Management Of Planned Audit Record Content,VA Handbook 6500,VA Handbook 6500,Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Audit and Accountability, question - AU-03.E02 Content Of Audit Records | Centralized Management Of Planned Audit Record Content"
AU-03.E02 Content Of Audit Records | Centralized Management Of Planned Audit Record Content,AU-03.E02_SDE_FO_Security_Event_Collection_and_Monitoring_SOP_09092015_v1,AU-03.E02_SDE_FO_Security_Event_Collection_and_Monitoring_SOP_09092015_v1,Badhan S. Mandal,AU-03.E02_SDE_FO_Security_Event_Collection_and_Monitoring_SOP_09092015_v1.pdf,"Survey - 3-2 Audit and Accountability, question - AU-03.E02 Content Of Audit Records | Centralized Management Of Planned Audit Record Content"
AU-03.E02 Content Of Audit Records | Centralized Management Of Planned Audit Record Content,AU-3_SPLUNK_Sample_data,AU-3_SPLUNK_Sample_data,Badhan S. Mandal,AU-2_SPLUNK_Sample_data.docx,"Survey - 3-2 Audit and Accountability, question - AU-03.E02 Content Of Audit Records | Centralized Management Of Planned Audit Record Content"
AU-04.1 Audit Storage Capacity,Inherited from the VA NSOC,Inherited from the VA NSOC,Badhan S. Mandal,Inherited from the VA NSOC.docx,"Survey - 3-2 Audit and Accountability, question - AU-04.1 Audit Storage Capacity"
AU-04.1 Audit Storage Capacity,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Audit and Accountability, question - AU-04.1 Audit Storage Capacity"
AU-05.1 Response To Audit Processing Failures,Inherited from the VA NSOC,Inherited from the VA NSOC,Badhan S. Mandal,Inherited from the VA NSOC.docx,"Survey - 3-2 Audit and Accountability, question - AU-05.1 Response To Audit Processing Failures"
AU-05.1 Response To Audit Processing Failures,"VA Handbook 6500, Appendix F,","VA Handbook 6500, Appendix F,",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Audit and Accountability, question - AU-05.1 Response To Audit Processing Failures"
AU-05.E01 Response To Audit Processing Failures | Audit Storage Capacity,Inherited from the VA NSOC,Inherited from the VA NSOC,Badhan S. Mandal,Inherited from the VA NSOC.docx,"Survey - 3-2 Audit and Accountability, question - AU-05.E01 Response To Audit Processing Failures | Audit Storage Capacity"
AU-05.E01 Response To Audit Processing Failures | Audit Storage Capacity,"VA Handbook 6500, Appendix F,","VA Handbook 6500, Appendix F,",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Audit and Accountability, question - AU-05.E01 Response To Audit Processing Failures | Audit Storage Capacity"
AU-05.E02 Response To Audit Processing Failures | Real-Time Alerts,"VA Handbook 6500, Appendix F,","VA Handbook 6500, Appendix F,",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Audit and Accountability, question - AU-05.E02 Response To Audit Processing Failures | Real-Time Alerts"
AU-05.E02 Response To Audit Processing Failures | Real-Time Alerts,Inherited from the VA NSOC,Inherited from the VA NSOC,Badhan S. Mandal,Inherited from the VA NSOC.docx,"Survey - 3-2 Audit and Accountability, question - AU-05.E02 Response To Audit Processing Failures | Real-Time Alerts"
AU-06.1 Audit Review,Inherited from the VA NSOC,Inherited from the VA NSOC,Badhan S. Mandal,Inherited from the VA NSOC.docx,"Survey - 3-2 Audit and Accountability, question - AU-06.1 Audit Review"
AU-06.1 Audit Review,"VA Handbook 6500, Appendix F,","VA Handbook 6500, Appendix F,",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Audit and Accountability, question - AU-06.1 Audit Review"
AU-06.E01 Audit Review | Process Integration,Inherited from the VA NSOC,Inherited from the VA NSOC,Badhan S. Mandal,Inherited from the VA NSOC.docx,"Survey - 3-2 Audit and Accountability, question - AU-06.E01 Audit Review | Process Integration"
AU-06.E01 Audit Review | Process Integration,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Audit and Accountability, question - AU-06.E01 Audit Review | Process Integration"
AU-06.E03 Audit Review | Correlate Audit Repositories,Inherited from the VA NSOC,Inherited from the VA NSOC,Badhan S. Mandal,Inherited from the VA NSOC.docx,"Survey - 3-2 Audit and Accountability, question - AU-06.E03 Audit Review | Correlate Audit Repositories"
AU-06.E03 Audit Review | Correlate Audit Repositories,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Audit and Accountability, question - AU-06.E03 Audit Review | Correlate Audit Repositories"
AU-06.E05 Audit Review | Integration / Scanning And Monitoring Capabilities,Inherited from the VA NSOC,Inherited from the VA NSOC,Badhan S. Mandal,Inherited from the VA NSOC.docx,"Survey - 3-2 Audit and Accountability, question - AU-06.E05 Audit Review | Integration / Scanning And Monitoring Capabilities"
AU-06.E05 Audit Review | Integration / Scanning And Monitoring Capabilities,"VA Handbook 6500, Appendix F,","VA Handbook 6500, Appendix F,",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Audit and Accountability, question - AU-06.E05 Audit Review | Integration / Scanning And Monitoring Capabilities"
AU-06.E06 Audit Review | Correlation With Physical Monitoring,Inherited from the VA NSOC,Inherited from the VA NSOC,Badhan S. Mandal,Inherited from the VA NSOC.docx,"Survey - 3-2 Audit and Accountability, question - AU-06.E06 Audit Review | Correlation With Physical Monitoring"
AU-06.E06 Audit Review | Correlation With Physical Monitoring,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Audit and Accountability, question - AU-06.E06 Audit Review | Correlation With Physical Monitoring"
AU-07.1 Audit Reduction And Report Generation,Inherited from the VA NSOC,Inherited from the VA NSOC,Badhan S. Mandal,Inherited from the VA NSOC.docx,"Survey - 3-2 Audit and Accountability, question - AU-07.1 Audit Reduction And Report Generation"
AU-07.1 Audit Reduction And Report Generation,"VA Handbook 6500, Appendix F,","VA Handbook 6500, Appendix F,",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Audit and Accountability, question - AU-07.1 Audit Reduction And Report Generation"
AU-07.E01 Audit And Accountability | Automatic Processing,"VA Handbook 6500, Appendix F,","VA Handbook 6500, Appendix F,",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Audit and Accountability, question - AU-07.E01 Audit And Accountability | Automatic Processing"
AU-07.E01 Audit And Accountability | Automatic Processing,Inherited from the VA NSOC,Inherited from the VA NSOC,Badhan S. Mandal,Inherited from the VA NSOC.docx,"Survey - 3-2 Audit and Accountability, question - AU-07.E01 Audit And Accountability | Automatic Processing"
AU-08.1 Time Stamps,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Audit and Accountability, question - AU-08.1 Time Stamps"
AU-08.1 Time Stamps,AU-08.1_NTP,AU-08.1_NTP,Badhan S. Mandal,AU-08.1_evidence.pdf,"Survey - 3-2 Audit and Accountability, question - AU-08.1 Time Stamps"
AU-08.E01 Time Stamps | Synchronization With Authoritative Time Source,AU-08.E01 Time Stamps,AU-08.E01 Time Stamps,Badhan S. Mandal,AU-08.1_evidence.pdf,"Survey - 3-2 Audit and Accountability, question - AU-08.E01 Time Stamps | Synchronization With Authoritative Time Source"
AU-08.E01 Time Stamps | Synchronization With Authoritative Time Source,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Audit and Accountability, question - AU-08.E01 Time Stamps | Synchronization With Authoritative Time Source"
AU-09.1 Protection Of Audit Information,"VA Handbook 6500, Appendix F,","VA Handbook 6500, Appendix F,",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Audit and Accountability, question - AU-09.1 Protection Of Audit Information"
AU-09.1 Protection Of Audit Information,Inherited from the VA NSOC,Inherited from the VA NSOC,Badhan S. Mandal,Inherited from the VA NSOC.docx,"Survey - 3-2 Audit and Accountability, question - AU-09.1 Protection Of Audit Information"
AU-09.E02 Protection Of Audit Information | Audit Backup On Separate Physical Systems / Components,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Audit and Accountability, question - AU-09.E02 Protection Of Audit Information | Audit Backup On Separate Physical Systems / Components"
AU-09.E02 Protection Of Audit Information | Audit Backup On Separate Physical Systems / Components,Inherited from the VA NSOC,Inherited from the VA NSOC,Badhan S. Mandal,Inherited from the VA NSOC.docx,"Survey - 3-2 Audit and Accountability, question - AU-09.E02 Protection Of Audit Information | Audit Backup On Separate Physical Systems / Components"
AU-09.E03 Protection Of Audit Information | Cryptographic Protection,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,,"Survey - 3-2 Audit and Accountability, question - AU-09.E03 Protection Of Audit Information | Cryptographic Protection"
AU-09.E03 Protection Of Audit Information | Cryptographic Protection,Inherited from the VA NSOC,Inherited from the VA NSOC,Badhan S. Mandal,Inherited from the VA NSOC.docx,"Survey - 3-2 Audit and Accountability, question - AU-09.E03 Protection Of Audit Information | Cryptographic Protection"
AU-09.E04 Protection Of Audit Information | Access By Subset Of Privileged Users,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Audit and Accountability, question - AU-09.E04 Protection Of Audit Information | Access By Subset Of Privileged Users"
AU-09.E04 Protection Of Audit Information | Access By Subset Of Privileged Users,Inherited from the VA NSOC,Inherited from the VA NSOC,Badhan S. Mandal,Inherited from the VA NSOC.docx,"Survey - 3-2 Audit and Accountability, question - AU-09.E04 Protection Of Audit Information | Access By Subset Of Privileged Users"
AU-10.1 Non-Repudiation,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Audit and Accountability, question - AU-10.1 Non-Repudiation"
AU-10.1 Non-Repudiation,VA_NSOC_LAN_Incident_Response_Plan_Signed,VA_NSOC_LAN_Incident_Response_Plan_Signed,Badhan S. Mandal,NSOC_6450.001_VA_NSOC_LAN_Incident_Response_Plan_Signed.pdf,"Survey - 3-2 Audit and Accountability, question - AU-10.1 Non-Repudiation"
AU-10.1 Non-Repudiation,VAM_AU_Policy_Procedures,VAM_AU_Policy_Procedures,Badhan S. Mandal,VAM_AU_Policy_Procedures.docx,"Survey - 3-2 Audit and Accountability, question - AU-10.1 Non-Repudiation"
AU-11.1 Audit Record Retention,Inherited from the VA NSOC,Inherited from the VA NSOC,Badhan S. Mandal,Inherited from the VA NSOC.docx,"Survey - 3-2 Audit and Accountability, question - AU-11.1 Audit Record Retention"
AU-11.1 Audit Record Retention,"VA Handbook 6500, Appendix F,","VA Handbook 6500, Appendix F,",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Audit and Accountability, question - AU-11.1 Audit Record Retention"
AU-12.1 Audit Generation,"VA Handbook 6500, Appendix F,","VA Handbook 6500, Appendix F,",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Audit and Accountability, question - AU-12.1 Audit Generation"
AU-12.1 Audit Generation,Inherited from the VA NSOC,Inherited from the VA NSOC,Badhan S. Mandal,Inherited from the VA NSOC.docx,"Survey - 3-2 Audit and Accountability, question - AU-12.1 Audit Generation"
AU-12.E01 Audit Generation | System-Wide / Time-Correlated Audit Trail,"VA Handbook 6500, Appendix F,","VA Handbook 6500, Appendix F,",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Audit and Accountability, question - AU-12.E01 Audit Generation | System-Wide / Time-Correlated Audit Trail"
AU-12.E01 Audit Generation | System-Wide / Time-Correlated Audit Trail,Inherited from the VA NSOC,Inherited from the VA NSOC,Badhan S. Mandal,Inherited from the VA NSOC.docx,"Survey - 3-2 Audit and Accountability, question - AU-12.E01 Audit Generation | System-Wide / Time-Correlated Audit Trail"
AU-12.E03 Audit Generation | Changes By Authorized Individuals,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Audit and Accountability, question - AU-12.E03 Audit Generation | Changes By Authorized Individuals"
