mpog_concept_type_description,concept_desc,mpog_concept_type_id,mpog_concept_id
"Intraoperative Events, Interventions, and Observations",Transplant - Kidney out of ice,11,50571
"Intraoperative Events, Interventions, and Observations",Vascular - Carotid artery cross clamp on,11,50580
"Intraoperative Events, Interventions, and Observations",Vascular - Carotid artery cross clamp off,11,50581
"Intraoperative Events, Interventions, and Observations",Procedures - Lumbar drain placed,11,50582
"Intraoperative Events, Interventions, and Observations",Procedures - Lumbar drain set to passive drainage,11,50583
"Intraoperative Events, Interventions, and Observations",Vascular - Iliac / femoral artery clamp on,11,50584
"Intraoperative Events, Interventions, and Observations",Vascular - Iliac / femoral artery clamp off,11,50585
"Intraoperative Events, Interventions, and Observations",Point of care laboratory - Activated Clotting Time,11,50590
"Intraoperative Events, Interventions, and Observations",Point of care laboratory - Activated Clotting Time Value,11,50591
"Intraoperative Events, Interventions, and Observations",Point of care laboratory - Arterial Blood Gas drawn,11,50592
"Intraoperative Events, Interventions, and Observations",Point of care laboratory - Activated Clotting Time Baseline Drawn,11,50593
"Intraoperative Events, Interventions, and Observations",Point of care laboratory - Arterial Blood Gas Values,11,50594
"Intraoperative Events, Interventions, and Observations",Point of care laboratory - Venous Blood Gas Values,11,50595
"Intraoperative Events, Interventions, and Observations",Obstetrics - Labor continued as c-section,11,50596
"Intraoperative Events, Interventions, and Observations",Compliance - Anesthesiology faculty available and present at all times,11,50597
"Intraoperative Events, Interventions, and Observations",Monitoring - Arterial Line transducer high / low / adjusted,11,50598
"Intraoperative Events, Interventions, and Observations",Monitoring - Arterial Line secured detail,11,50599
"Intraoperative Events, Interventions, and Observations",Monitoring - Arterial Line placement attempts,11,50600
"Intraoperative Events, Interventions, and Observations",Monitoring - Arterial Line Zeroed,11,50601
"Intraoperative Events, Interventions, and Observations",Procedures - Central Venous Access Catheter Attempts,11,50603
"Intraoperative Events, Interventions, and Observations",Airway - Cricothyrotomy,11,50604
"Intraoperative Events, Interventions, and Observations",Misc - AICD turned off,11,50605
"Intraoperative Events, Interventions, and Observations",Misc - AICD turned on,11,50606
"Intraoperative Events, Interventions, and Observations",Monitoring - esophageal stethoscope placed,11,50607
"Intraoperative Events, Interventions, and Observations",Neuro - Ventriculostomy placed,11,50608
"Intraoperative Events, Interventions, and Observations",Neuro - Head placed into pins,11,50609
"Intraoperative Events, Interventions, and Observations",Neuro - Temporary aneurysm clip on,11,50610
"Intraoperative Events, Interventions, and Observations",Neuro - Temporary aneurysm clip off,11,50611
"Intraoperative Events, Interventions, and Observations",Neuro - Permanent aneurysm clip placed,11,50612
"Intraoperative Events, Interventions, and Observations",Neuraxial technique - Combined Spinal / Epidural technique note,11,50614
"Intraoperative Events, Interventions, and Observations","Regional - Pre-block site, side, procedure verification",11,50615
"Intraoperative Events, Interventions, and Observations",Positioning - Face / eyes checked,11,50616
"Intraoperative Events, Interventions, and Observations",Positioning - Pressure points checked and padded,11,50617
"Intraoperative Events, Interventions, and Observations",Positioning - Peripheral IV sites checked,11,50618
"Intraoperative Events, Interventions, and Observations",Misc - Foley placed,11,50619
"Intraoperative Events, Interventions, and Observations",Misc - Renal replacement therapy start,11,50620
"Intraoperative Events, Interventions, and Observations",Misc - Renal replacement therapy end,11,50621
"Intraoperative Events, Interventions, and Observations",Compliance - Antibiotic started,11,50622
"Intraoperative Events, Interventions, and Observations","Compliance - Handoff of care performed, report given",11,50623
"Intraoperative Events, Interventions, and Observations",Airway - Supplemental oxygen delivered,11,50624
"Intraoperative Events, Interventions, and Observations",Airway - Supplemental oxygen delivered detail,11,50625
"Intraoperative Events, Interventions, and Observations",Misc - Local infiltration of surgical site by surgical team,11,50626
"Intraoperative Events, Interventions, and Observations",Airway - Sustained end-tidal CO2 observed,11,50627
"Intraoperative Events, Interventions, and Observations",Preinduction - Patient transported to OR by anesthesia team,11,50628
"Intraoperative Events, Interventions, and Observations",Regional - Retrobulbar block by surgeon,11,50629
"Intraoperative Events, Interventions, and Observations",Compliance - Case cancelled or delayed,11,50630
"Intraoperative Events, Interventions, and Observations",Compliance - Case cancellation reason,11,50631
"Intraoperative Events, Interventions, and Observations",Compliance - Case delay reason,11,50632
"Intraoperative Events, Interventions, and Observations",Airway - Patient spontaneously ventilating,11,50633
"Intraoperative Events, Interventions, and Observations","Emergence - Patient spontaneously ventilating, ETT in place",11,50634
"Intraoperative Events, Interventions, and Observations",Regional - Caudal block performed,11,50635
"Intraoperative Events, Interventions, and Observations",Misc - Patient vomiting,11,50636
"Intraoperative Events, Interventions, and Observations",Emergence - Neuromuscular blockade reversed,11,50637
"Intraoperative Events, Interventions, and Observations",Monitoring - Processed EEG recorded,11,50638
"Intraoperative Events, Interventions, and Observations",Compliance - Delay leaving OR due to postoperative bed unavailability,11,50639
"Intraoperative Events, Interventions, and Observations",Thoracic - bronchial cuff inflated or deflated,11,50640
"Intraoperative Events, Interventions, and Observations",Thoracic - bronchial cuff inflation detail,11,50641
"Intraoperative Events, Interventions, and Observations",Emergence - Transported with monitors and oxygen by anesthesia personnel,11,50642
"Intraoperative Events, Interventions, and Observations",Neuraxial - Epidural placed for postoperative pain control,11,50643
"Intraoperative Events, Interventions, and Observations",Misc - PONV prophylaxis administered,11,50644
"Intraoperative Events, Interventions, and Observations",Neuro - Vasospasm treatment initiated prior to OR,11,50645
"Intraoperative Events, Interventions, and Observations","Neuro - Vasospasm maneuvers (hemodilution, hypertension, hypervolemia) performed in OR",11,50646
"Intraoperative Events, Interventions, and Observations",Cardiopulmonary bypass - Aprotinin test dose performed,11,50647
"Intraoperative Events, Interventions, and Observations",Misc - Additional medications required for acute pain management,11,50648
"Intraoperative Events, Interventions, and Observations",Misc - Blood transfusion started,11,50649
"Intraoperative Events, Interventions, and Observations",Misc - Blood transfusion stopped,11,50650
"Intraoperative Events, Interventions, and Observations",Misc - induced hypotension requested by surgical team,11,50652
"Intraoperative Events, Interventions, and Observations",Intubation - Retrograde technique,11,50653
"Intraoperative Events, Interventions, and Observations",Airway - Nasal airway placed,11,50654
"Intraoperative Events, Interventions, and Observations",Compliance - Anesthesia consent confirmed,11,50655
"Intraoperative Events, Interventions, and Observations",Compliance - Attending present for emergence,11,50656
"Intraoperative Events, Interventions, and Observations",Compliance - Attending present for induction,11,50657
"Intraoperative Events, Interventions, and Observations",Compliance - Attending present for critical portions and readily available,11,50658
"Intraoperative Events, Interventions, and Observations",Misc - Patient following commands,11,50659
"Intraoperative Events, Interventions, and Observations","Misc - Patient sleep, arousable to verbal stimuli",11,50660
"Intraoperative Events, Interventions, and Observations",Positioning - neck in anatomic alignment,11,50661
"Intraoperative Events, Interventions, and Observations",Procedures - Arterial line placed,11,50662
"Intraoperative Events, Interventions, and Observations",Procedures - Central Venous Access And Pulmonary artery catheter placed,11,50663
"Intraoperative Events, Interventions, and Observations",Procedures - Rapid Infusion Catheter,11,50664
"Intraoperative Events, Interventions, and Observations",Procedures - Other unlisted procedure,11,50665
"Intraoperative Events, Interventions, and Observations",Misc - Peripheral IV access in situ,11,50666
"Intraoperative Events, Interventions, and Observations",Misc - Central IV access in situ,11,50667
"Intraoperative Events, Interventions, and Observations",Misc - Arterial catheter access in situ,11,50668
"Intraoperative Events, Interventions, and Observations",Airway - Cuff inflation volume,11,50669
"Intraoperative Events, Interventions, and Observations",Intubation - performed awake,11,50670
"Intraoperative Events, Interventions, and Observations",Intubation - endotracheal tube in situ,11,50671
"Intraoperative Events, Interventions, and Observations",Misc - Bone cement placed,11,50672
"Intraoperative Events, Interventions, and Observations",Cardiac - sterum closed,11,50673
"Intraoperative Events, Interventions, and Observations",Physical exam - neurologic status,11,50674
"Intraoperative Events, Interventions, and Observations",Airway - facemask size,11,50675
"Intraoperative Events, Interventions, and Observations",Regional - Block side,11,50676
"Intraoperative Events, Interventions, and Observations",Regional - Block location,11,50677
"Intraoperative Events, Interventions, and Observations",Regional - Motor response to stimulus,11,50678
"Intraoperative Events, Interventions, and Observations",Neuraxial - complications,11,50679
"Intraoperative Events, Interventions, and Observations",Neuraxial - spinal performed,11,50680
"Intraoperative Events, Interventions, and Observations",Postoperative comments,11,50681
"Intraoperative Events, Interventions, and Observations",Categorized note - Obstetrics,11,50682
"Intraoperative Events, Interventions, and Observations",Compliance - Attending personally performed anesthetic,11,50683
"Intraoperative Events, Interventions, and Observations",Categorized note - Compliance or billing,11,50684
"Intraoperative Events, Interventions, and Observations",Emergence - Subjective Quality,11,50685
"Intraoperative Events, Interventions, and Observations",Emergence - Airway assessment,11,50686
"Intraoperative Events, Interventions, and Observations",Neuraxial - comment,11,50687
"Intraoperative Events, Interventions, and Observations",Intubation - comment,11,50688
"Intraoperative Events, Interventions, and Observations",Positioning - head protection,11,50689
"Intraoperative Events, Interventions, and Observations",Categorized note - Regional anesthesia,11,50690
"Intraoperative Events, Interventions, and Observations",Categorized note - Neuraxial anesthesia,11,50691
"Intraoperative Events, Interventions, and Observations",Categorized note - Positioning,11,50692
"Intraoperative Events, Interventions, and Observations",Categorized note - Airway manipulation,11,50693
"Intraoperative Events, Interventions, and Observations","Categorized note - Lines, tubes, and drains",11,50694
"Intraoperative Events, Interventions, and Observations",Categorized note - Intubation,11,50695
"Intraoperative Events, Interventions, and Observations",Categorized note - Emergence,11,50696
"Intraoperative Events, Interventions, and Observations",Categorized note - Device or Equipment,11,50697
"Intraoperative Events, Interventions, and Observations",Categorized note - Physical observation,11,50698
"Intraoperative Events, Interventions, and Observations",Categorized note - Laboratory testing,11,50699
"Intraoperative Events, Interventions, and Observations",Categorized note - Monitoring artifact,11,50700
"Intraoperative Events, Interventions, and Observations",Categorized note - Resident training,11,50701
"Intraoperative Events, Interventions, and Observations",Categorized note - Administrative,11,50702
"Intraoperative Events, Interventions, and Observations",Categorized note - Transplant surgery,11,50703
"Intraoperative Events, Interventions, and Observations",Categorized note - Neurosurgery,11,50704
"Intraoperative Events, Interventions, and Observations",Categorized note - Orthopedics,11,50705
"Intraoperative Events, Interventions, and Observations",Categorized note - Postoperative recovery,11,50706
"Intraoperative Events, Interventions, and Observations",Categorized note - Timed Event,11,50707
"Intraoperative Events, Interventions, and Observations",Categorized note - Pediatrics,11,50708
"Intraoperative Events, Interventions, and Observations",Categorized note - quality assurance,11,50709
"Intraoperative Events, Interventions, and Observations",Categorized Note - Pain Management (non-procedural),11,50710
"Intraoperative Events, Interventions, and Observations",Categorized Note - Thoracic Surgery,11,50711
"Intraoperative Events, Interventions, and Observations",Categorized Note - Vascular Surgery,11,50712
"Intraoperative Events, Interventions, and Observations",Categorized Note - Monitoring Values (Vital Signs),11,50713
"Intraoperative Events, Interventions, and Observations",Cardiopulmonary bypass - Bypass start / stop event,11,50714
"Intraoperative Events, Interventions, and Observations",Regional - Superior Laryngeal Block,11,50724
"Intraoperative Events, Interventions, and Observations",Emergence - Patient recovery location,11,50734
"Intraoperative Events, Interventions, and Observations",Postoperative vital signs - bp sys,11,50744
"Intraoperative Events, Interventions, and Observations",Postoperative vital signs - bp dias,11,50754
Administrative Admission Type,Surgical Admission Type - Inpatient,12,500
Administrative Admission Type,Surgical Admission Type - Outpatient,12,501
Administrative Admission Type,Surgical Admission Type - Admit,12,502
Administrative Admission Type,Surgical Admission Type - Other Admission Type,12,503
Administrative Admission Type,Surgical Admission Type - Unknown Admission Type,12,504
Administrative Admission Type,Surgical Admission Type - 23 hour observation,12,505
Access Location,Access Type - Peripheral Venous Access,13,100000
Access Location,Access Type - Central Venous Access,13,100001
Access Location,Access Type - Peripherally Inserted Central Venous Access,13,100002
Access Location,Hand,13,100003
Access Location,Foot,13,100004
Access Location,Lower Arm,13,100005
Access Location,Antecubital,13,100006
Access Location,Upper Arm,13,100007
Access Location,External Jugular,13,100008
Access Location,Lower Leg,13,100009
Access Location,Scalp,13,100010
Access Location,Internal Jugular,13,100011
Access Location,Subclavian,13,100012
Access Location,Femoral,13,100013
Access Location,Umbilical Artery,13,100014
Access Location,Umbilical Vein,13,100015
Access Location,Radial,13,100016
Access Location,Ulnar,13,100017
Access Location,Brachial,13,100018
Access Location,Dorsalis Pedis,13,100019
Access Location,Posterior Tibial,13,100020
Access Location,Epidural,13,100021
Access Location,Intrathecal,13,100022
Access Location,Extracorporeal Circuit,13,100033
Access Location,Other Central Access Location,13,100050
Access Location,Other Peripheral Access Location,13,100051
Access Location,Leg,13,100052
Access Location,PICC,13,100053
Access Location,Swan,13,100054
Access Location,Access Type - Subcutanous Central Port,13,100055
Access Location,Other location - unknown,13,100056
Access Location,Arm - unspecified location,13,100057
Access Size,2.5 fr / 2.5 cm,14,100200
Access Size,2.5 fr / 5 cm,14,100201
Access Size,3 fr / 5 cm,14,100202
Access Size,3 fr / 8 cm,14,100203
Access Size,4 fr / 5 cm,14,100204
Access Size,4 fr / 8 cm,14,100205
Access Size,4 fr / 12 cm,14,100206
Access Size,5 fr / 5 cm,14,100207
Access Size,5 fr / 8 cm,14,100208
Access Size,5 fr / 12 cm,14,100209
Access Size,5 fr / 15 cm,14,100210
Access Size,5 fr / 25 cm,14,100211
Access Size,6 fr,14,100212
Access Size,7 fr,14,100213
Access Size,7.5 fr,14,100214
Access Size,8 fr,14,100215
Access Size,8.5 fr,14,100216
Access Size,9.0 fr,14,100217
Access Size,Standard,14,100218
Access Size,7 mm,14,100219
Access Size,8 mm,14,100220
Access Size,RICC,14,100221
Access Size,14 g,14,100222
Access Size,16 g,14,100223
Access Size,18 g,14,100224
Access Size,20 g,14,100225
Access Size,21 g,14,100226
Access Size,22 g,14,100227
Access Size,23 g,14,100228
Access Size,24 g,14,100229
Access Size,25 g,14,100230
Access Size,10.0 fr,14,100232
Access Size,11.0 fr,14,100233
Access Size,12.0 fr,14,100234
Access Size,13.0 fr,14,100235
Access Size,14.0 fr,14,100236
Access Size,15.0 fr,14,100237
Access Size,16.0 fr,14,100238
Access Size,23.0 fr,14,100239
Access Type,Other size - not listed,15,100231
Access Type,Introducer,15,100300
Access Type,Single Lumen,15,100301
Access Type,Double Lumen #1,15,100302
Access Type,Double Lumen #2,15,100303
Access Type,Triple Lumen #1,15,100304
Access Type,Triple Lumen #2,15,100305
Access Type,Triple Lumen #3,15,100306
Access Type,PA Catheter Proximal port,15,100307
Access Type,PA Catheter Distal Port,15,100308
Access Type,Arterial Catheter,15,100309
Access Type,L Atrial Catheter,15,100310
Access Type,Umbilical Catheter,15,100311
Access Type,Epidural,15,100312
Access Type,Spinal,15,100313
Access Type,Extracorporeal Circuit,15,100314
Access Type,Port,15,100315
Access Type,Cordis,15,100316
Access Type,Peripheral,15,100317
Access Type,Double Lumen - Unspecified Lumen,15,100327
Access Type,Triple Lumen - Unspecified Lumen,15,100337
Access Side,Left,16,100400
Access Side,Right,16,100401
Access Side,N/A,16,100402
Surgical Services,Surgical Service - Not specified,17,80000
Surgical Services,Surgical Service - other,17,80001
Surgical Services,Vascular,17,80002
Surgical Services,Neurosurgery,17,80003
Surgical Services,Obstetrics / Gynecology,17,80004
Surgical Services,Cardiac,17,80005
Surgical Services,General,17,80006
Surgical Services,Ophthalmology,17,80007
Surgical Services,Oral / Maxillofacial,17,80008
 ,Orthopedics,17,80009
Surgical Services,Otolaryngology,17,80010
Surgical Services,Plastics,17,80011
Surgical Services,Podiatry,17,80012
Surgical Services,Thoracic,17,80013
Surgical Services,"Surgical service - other, not listed",17,80014
Surgical Services,Psychiatry,17,80015
Surgical Services,Medical - cardiology,17,80016
Surgical Services,Medical - gastroenterology,17,80017
Surgical Services,Medical - pulmonology,17,80018
Surgical Services,Medical - not specified,17,80019
Surgical Services,Radiology - Unspecified,17,80020
Surgical Services,Neurology,17,80021
Surgical Services,Anesthesiology,17,80022
Surgical Services,Urology,17,80023
Surgical Services,Medical - hematology/oncology,17,80024
Surgical Services,Medical - nephrology,17,80025
Surgical Services,Medical - other,17,80026
Surgical Services,Transplant,17,80027
Surgical Services,Dermatology,17,80028
Surgical Services,Dentistry,17,80038
Surgical Services,Radiation Oncology,17,80048
Surgical Services,Radiology - Interventional,17,80058
Surgical Services,Radiology - Diagnostic,17,80068
Surgical Services,Trauma,17,80078
Extraction Preferences,Extraction Start Date,18,18000
Extraction Preferences,Centricity Version,18,18001
Extraction Preferences,Metavision Comment ParameterID,18,18002
Extraction Preferences,Preop Source Form,18,18003
Extraction Preferences,Outcomes Source Form,18,18004
Extraction Preferences,Billing Case Linkage Time Window (Minutes),18,18014
PHI Dictionary Type - Do Remove,PHI Dictionary - Last Names Unambiguous,19,19005
PHI Dictionary Type - Do Remove,PHI Dictionary - Last Names Ambiguous,19,19006
PHI Dictionary Type - Do Remove,PHI Dictionary - Last Names Popular,19,19007
PHI Dictionary Type - Do Remove,PHI Dictionary - Last Name Prefixes,19,19008
PHI Dictionary Type - Do Remove,PHI Dictionary - Prefixes Unambiguous,19,19009
PHI Dictionary Type - Do Remove,PHI Dictionary - Female Names Unambiguous,19,19010
PHI Dictionary Type - Do Remove,PHI Dictionary - Female Names Ambiguous,19,19011
PHI Dictionary Type - Do Remove,PHI Dictionary - Female Names Popular,19,19012
PHI Dictionary Type - Do Remove,PHI Dictionary - Male Names Unambiguous,19,19013
PHI Dictionary Type - Do Remove,PHI Dictionary - Male Names Ambiguous,19,19014
PHI Dictionary Type - Do Remove,PHI Dictionary - Male Names Popular,19,19015
PHI Dictionary Type - Do Remove,PHI Dictionary - Staff First Names,19,19017
PHI Dictionary Type - Do Remove,PHI Dictionary - Staff Last Names,19,19018
PHI Dictionary Type - Do Remove,PHI Dictionary - Staff initials,19,19019
PHI Dictionary Type - Do Remove,PHI Dictionary - Staff identifier codes,19,19020
PHI Dictionary Type - Do NOT Remove,PHI Dictionary - Common Words,20,19000
PHI Dictionary Type - Do NOT Remove,PHI Dictionary - Commonest Words,20,19001
PHI Dictionary Type - Do NOT Remove,PHI Dictionary - Medical Phrases,20,19002
PHI Dictionary Type - Do NOT Remove,PHI Dictionary - Common Notes,20,19003
PHI Dictionary Type - Do NOT Remove,PHI Dictionary - UMLS/SNOMED,20,19004
PHI Dictionary Type - Do NOT Remove,PHI Dictionary - Michigan Common Words,20,19016
Charge capture,Modifier - Anesthesia Services performed personally by the anesthesiologist (AA),21,40000
Charge capture,Modifier - Medical supervision by a physician of more than 4 concurrent anesthesia procedures (AD),21,40001
Charge capture,"Modifier - Monitored anesthesia care for deep complex complicated, or markedly invasive surgical procedures (G8)",21,40002
Charge capture,Modifier - Monitored anesthesia care for a patient who has a history of severe cardiopulmonary condition (G9),21,40003
Charge capture,"Modifier - Medical direction of 2, 3, or 4 concurrent anesthesia procedures involving qualified individuals (QK)",21,40004
Charge capture,Modifier - Monitored anesthesia care service (QS),21,40005
Charge capture,Modifier - CRNA service with medical direction by a physician (QX),21,40006
Charge capture,Modifier - Medical direction of one CRNA by an anesthesiologist (QY),21,40007
Charge capture,Modifier - CRNA service without medical direction by a physician (QZ),21,40008
Charge capture,Modifier - Services performed by a resident under the direction of a teaching physician (GC),21,40009
Charge capture,Modifier - Unusual anesthesia (23),21,40010
Charge capture,Modifier - Anesthesia by surgeon (47),21,40011
Charge capture,Modifier - Multiple procedures (51),21,40012
Intraoperative Fluids In (Excluding Blood Products),ALBUMIN 25%,22,10017
Intraoperative Fluids In (Excluding Blood Products),ALBUMIN 5%,22,10018
Intraoperative Fluids In (Excluding Blood Products),SALINE 3%,22,10406
Intraoperative Fluids In (Excluding Blood Products),SALINE 0.9%,22,10454
Intraoperative Fluids In (Excluding Blood Products),SALINE 0.45%,22,10455
Intraoperative Fluids In (Excluding Blood Products),LACTATED RINGERS,22,10456
Intraoperative Fluids In (Excluding Blood Products),NORMOSOL,22,10457
Intraoperative Fluids In (Excluding Blood Products),HETASTARCH,22,10458
Intraoperative Fluids In (Excluding Blood Products),PENTASTARCH,22,10459
Intraoperative Fluids In (Excluding Blood Products),DEXTROSE / WATER 5%,22,10460
Intraoperative Fluids In (Excluding Blood Products),DEXTROSE / LACTATED RINGERS 5%,22,10461
Intraoperative Fluids In (Excluding Blood Products),DEXTROSE / WATER 10%,22,10462
Intraoperative Fluids In (Excluding Blood Products),SALINE W/KCL 0.45% + 20 MEQ/L,22,10463
Intraoperative Fluids In (Excluding Blood Products),SALINE W/KCL 0.9% + 20 MEQ/L,22,10464
Intraoperative Fluids In (Excluding Blood Products),DEXTROSE / SALINE 5% / 0.225%,22,10465
Intraoperative Fluids In (Excluding Blood Products),DEXTROSE / SALINE 5% / 0.45%,22,10466
Intraoperative Fluids In (Excluding Blood Products),DEXTROSE / SALINE 5% / 0.9%,22,10467
Intraoperative Fluids In (Excluding Blood Products),DEXTROSE / SALINE W/KCL 5% / 0.45% + 20 MEQ/L,22,10468
Intraoperative Fluids In (Excluding Blood Products),DEXTROSE / SALINE W/KCL 5% / 0.9% + 20 MEQ/L,22,10469
Intraoperative Fluids In (Excluding Blood Products),DEXTROSE / SALINE 10% / 0.45%,22,10470
Intraoperative Fluids In (Excluding Blood Products),"OTHER FLUID IN, UNSPECIFIED",22,10510
Intraoperative Fluids In (Excluding Blood Products),DEXTROSE 10% W/LR,22,10539
Intraoperative Fluids In (Excluding Blood Products),PLASMALYTE 148 W/DEXTROSE 5%,22,10548
Intraoperative Fluids In (Excluding Blood Products),PLASMALYTE 56,22,10549
Intraoperative Fluids In (Excluding Blood Products),OTHER - FLUID IN (MIXED IN RAPID INFUSER),22,10550
Intraoperative Fluids In (Excluding Blood Products),SALINE W/NAHCO3 0.45% + 150 MEQ/L,22,10551
Intraoperative Fluids In (Excluding Blood Products),SALINE 23.4%,22,10556
Intraoperative Fluids In (Excluding Blood Products),ALBUMIN 20%,22,10557
Intraoperative Fluids In (Excluding Blood Products),DEXTROSE / SALINE W/KCL 5% / 0.225% + 20 MEQ/L,22,10558
Intraoperative Fluids In (Excluding Blood Products),DEXTROSE / SALINE W/KCL 5% / 0.45% + 40 MEQ/L,22,10559
Intraoperative Fluids In (Excluding Blood Products),DEXTROSE / SALINE W/KCL 10% / 0.225% + 20 MEQ/L,22,10588
Intraoperative Fluids In (Excluding Blood Products),DEXTROSE / SALINE W/KCL 5% / 0.45% + 10 MEQ/L,22,10594
Intraoperative Fluids In (Excluding Blood Products),HYDROXYETHYL STARCH 130/0.4 6% IN 0.9% SALINE (VOLUVEN),22,10601
Intraoperative Fluids In (Excluding Blood Products),DEXTROSE / SALINE 10% / 0.225%,22,10602
Intraoperative Fluids In (Excluding Blood Products),HYDROXYETHYL STARCH 6% IN LACTATED SOLUTION (HEXTEND),22,10605
Intraoperative Fluids In (Excluding Blood Products),SALINE W/KCL 0.9% + 40 MEQ/L,22,10606
Intraoperative Fluids In (Excluding Blood Products),SALINE 2%,22,10607
Intraoperative Blood Products In,PACKED RED BLOOD CELLS - AUTOLOGOUS,23,10489
Intraoperative Blood Products In,PACKED RED BLOOD CELLS - HOMOLOGOUS,23,10490
Intraoperative Blood Products In,WHOLE BLOOD - AUTOLOGOUS,23,10491
Intraoperative Blood Products In,WHOLE BLOOD - HOMOLOGOUS,23,10492
Intraoperative Blood Products In,FRESH FROZEN PLASMA,23,10493
Intraoperative Blood Products In,PLATELETS,23,10494
Intraoperative Blood Products In,CRYOPRECIPITATE,23,10495
Intraoperative Blood Products In,SALVAGED BLOOD (CELLSAVER),23,10496
Intraoperative Outputs,URINE OUTPUT,24,10497
Intraoperative Outputs,"GASTRIC TUBE  ORO, NASO, OR GASTROSTOMY",24,10498
Intraoperative Outputs,ESTIMATED BLOOD LOSS,24,10499
Intraoperative Outputs,ASCITES,24,10500
Intraoperative Outputs,CEREBROSPINAL FLUID  LUMBAR DRAIN,24,10501
Intraoperative Outputs,CEREBROSPINAL FLUID VENTRICULOSTOMY,24,10502
Intraoperative Outputs,EMESIS,24,10503
Intraoperative Outputs,CHEST TUBE UNSPECIFIED TYPE,24,10504
Intraoperative Outputs,COLOSTOMY,24,10505
Intraoperative Outputs,SMALL BOWEL ILEOSTOMY OR JEJUNOSTOMY,24,10506
Intraoperative Outputs,"SURGICAL DRAIN HEMOVAC, JACKSON-PRATT, PENROSE, WOUND VAC",24,10507
Intraoperative Outputs,"ULTRAFILTRATION ULTRAFILTRATE, CVVH",24,10508
Intraoperative Outputs,"BILIARY PTC, T-TUBE",24,10509
Intraoperative Outputs,"OTHER OUTPUT, UNSPECIFIED",24,10511
Intraoperative Outputs,STOOL,24,10520
Intraoperative Outputs,CHEST TUBE PLEURAL FLUID,24,10544
Intraoperative Outputs,CHEST TUBE BLOOD,24,10545
Intraoperative Outputs,CEREBROSPINAL FLUID UNSPECIFIED SITE,24,10546
Intraoperative Outputs,CARDIOPULMONARY BYPASS CIRCUIT PUMP,24,10604
